"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","rpm_mouse_1_female_mat_bl6","rpm_mouse_2_female_mat_bl6","rpm_mouse_4_female_mat_bl6","rpm_mouse_7_male_mat_bl6","rpm_mouse_8_male_mat_bl6","rpm_mouse_1_female_pat_cast","rpm_mouse_2_female_pat_cast","rpm_mouse_4_female_pat_cast","rpm_mouse_7_male_pat_cast","rpm_mouse_8_male_pat_cast"
"1700057G04Rik","ENSMUSG00000074139","9","MGP_CASTEiJ_G0034124","9",0,0,0,0,0,0,0,0,0,0
"1700057H15Rik","ENSMUSG00000084757","4","MGP_CASTEiJ_G0006352","4",0,0,0,0,0,0,0,0,0,0
"1700057H21Rik","ENSMUSG00000086007","2","MGP_CASTEiJ_G0005769","2",0,0,0,0,0,0,0,0,0,0
"1700058P15Rik","ENSMUSG00000089636","7","MGP_CASTEiJ_G0004285","7",0,0,0,0,0,0.687724090596645,0,0,0,0
"1700060C16Rik","ENSMUSG00000086887","6","MGP_CASTEiJ_G0006916","6",0,0,0,0,0,0,0,0,0,0
"1700060C20Rik","ENSMUSG00000078957","2","MGP_CASTEiJ_G0003562","2",0,0,0,0,0,0,0,0,0,0
"1700060J05Rik","ENSMUSG00000084970","4","MGP_CASTEiJ_G0003780","4",0.569344283342153,0.774844417697963,0.800752707545092,1.32166217521804,0,0,0,0.657730736875476,0.315874028174068,0
"1700060O08Rik","ENSMUSG00000099407","12","MGP_CASTEiJ_G0003024","12",0,0,0,0,0,0,0,0,0,0
"1700061E17Rik","ENSMUSG00000102060","9","MGP_CASTEiJ_G0004570","9",0,0,0,0,0,0,0,0,0,0
"1700061E18Rik","ENSMUSG00000085759","13","MGP_CASTEiJ_G0003069","13",0,0,0,0,0,0,0,0,0,0
"1700061F12Rik","ENSMUSG00000085580","2","MGP_CASTEiJ_G0005717","2",0,0,0,0,0,0,0,0,0,0
"1700061H18Rik","ENSMUSG00000084948","18","MGP_CASTEiJ_G0003337","18",0.284672141671077,0,1.20112906131764,0.792997305130825,0,0.687724090596645,0.608491807418428,0.328865368437738,0.315874028174068,0.885866182235666
"1700061I17Rik","ENSMUSG00000028009","3","MGP_CASTEiJ_G0006137","3",0,0,0,0,0,0,0,0,0,0
"1700061J23Rik","ENSMUSG00000086366","11","MGP_CASTEiJ_G0005046","11",0,0,0,0,0,0,0,0,0,0
"1700063A18Rik","ENSMUSG00000100062","1","MGP_CASTEiJ_G0004786","1",0,0,0,0,0,0,0,0,0,0
"1700063H04Rik","ENSMUSG00000040657","6","MGP_CASTEiJ_G0006887","6",0,0,0,0,0,0,0,0,0,0
"1700063H06Rik","ENSMUSG00000099266","9","MGP_CASTEiJ_G0007289","9",0,0,0,0,0,0,0,0,0,0
"1700063O14Rik","ENSMUSG00000101978","5","MGP_CASTEiJ_G0006534","5",0,0,0,0,0,0,0,0,0,0
"1700064H15Rik","ENSMUSG00000082766","3","MGP_CASTEiJ_G0026262","3",0,0,0.400376353772546,0,0,0,0.304245903709214,0.328865368437738,0.315874028174068,0
"1700064J06Rik","ENSMUSG00000100681","10","MGP_CASTEiJ_G0005020","10",0,0,0,0,0,0,0,0,0,0
"1700064M15Rik","ENSMUSG00000100211","12","MGP_CASTEiJ_G0005245","12",0,0,0,0,0,0,0,0,0,0
"1700065D16Rik","ENSMUSG00000096655","9","MGP_CASTEiJ_G0004531","9",0,0,0,0.264332435043608,0,0,0,0,0,0
"1700065J11Rik","ENSMUSG00000107341","6","MGP_CASTEiJ_G0006771","6",0,0,0,0,0,0,0,0,0,0
"1700065J18Rik","ENSMUSG00000100872","1","MGP_CASTEiJ_G0004949","1",0,0,0,0,0,0,0,0,0,0
"1700066B17Rik","ENSMUSG00000101634","1","MGP_CASTEiJ_G0004675","1",0,0,0,0,0,0,0,0,0,0
